Fitting 6 folds for each of 100 candidates, totalling 600 fits
{'estimator__gamma': 100, 'estimator__kernel': 'rbf', 'estimator__C': 1000} mean train precision: 1.0 +/- 0.0 | mean train AUC ROC: 1.0 +/- 0.0
{'estimator__gamma': 1000, 'estimator__kernel': 'rbf', 'estimator__C': 1000} mean train precision: 1.0 +/- 0.0 | mean train AUC ROC: 1.0 +/- 0.0
{'estimator__gamma': 10000, 'estimator__kernel': 'rbf', 'estimator__C': 1000} mean train precision: 1.0 +/- 0.0 | mean train AUC ROC: 1.0 +/- 0.0
{'estimator__gamma': 100000, 'estimator__kernel': 'rbf', 'estimator__C': 1000} mean train precision: 1.0 +/- 0.0 | mean train AUC ROC: 1.0 +/- 0.0
{'estimator__gamma': 0.0001, 'estimator__kernel': 'rbf', 'estimator__C': 10000} mean train precision: 0.2169502728489607 +/- 0.03400654838329416 | mean train AUC ROC: 0.5782528034535238 +/- 0.021495218204447504
{'estimator__gamma': 0.001, 'estimator__kernel': 'rbf', 'estimator__C': 10000} mean train precision: 0.27615115876137225 +/- 0.01821268272830354 | mean train AUC ROC: 0.6197191374482077 +/- 0.010827231378785863
{'estimator__gamma': 0.01, 'estimator__kernel': 'rbf', 'estimator__C': 10000} mean train precision: 0.46064609406359663 +/- 0.03410531720223928 | mean train AUC ROC: 0.7227888253905587 +/- 0.018772820667116524
{'estimator__gamma': 0.1, 'estimator__kernel': 'rbf', 'estimator__C': 10000} mean train precision: 0.9649547433772828 +/- 0.01178930891260028 | mean train AUC ROC: 0.9890023427579225 +/- 0.007237928521436777
{'estimator__gamma': 1, 'estimator__kernel': 'rbf', 'estimator__C': 10000} mean train precision: 1.0 +/- 0.0 | mean train AUC ROC: 1.0 +/- 0.0
{'estimator__gamma': 10, 'estimator__kernel': 'rbf', 'estimator__C': 10000} mean train precision: 1.0 +/- 0.0 | mean train AUC ROC: 1.0 +/- 0.0
{'estimator__gamma': 100, 'estimator__kernel': 'rbf', 'estimator__C': 10000} mean train precision: 1.0 +/- 0.0 | mean train AUC ROC: 1.0 +/- 0.0
{'estimator__gamma': 1000, 'estimator__kernel': 'rbf', 'estimator__C': 10000} mean train precision: 1.0 +/- 0.0 | mean train AUC ROC: 1.0 +/- 0.0
{'estimator__gamma': 10000, 'estimator__kernel': 'rbf', 'estimator__C': 10000} mean train precision: 1.0 +/- 0.0 | mean train AUC ROC: 1.0 +/- 0.0
{'estimator__gamma': 100000, 'estimator__kernel': 'rbf', 'estimator__C': 10000} mean train precision: 1.0 +/- 0.0 | mean train AUC ROC: 1.0 +/- 0.0
{'estimator__gamma': 0.0001, 'estimator__kernel': 'rbf', 'estimator__C': 100000} mean train precision: 0.27583251597151803 +/- 0.01845751181453039 | mean train AUC ROC: 0.619476846275136 +/- 0.01093331882489354
{'estimator__gamma': 0.001, 'estimator__kernel': 'rbf', 'estimator__C': 100000} mean train precision: 0.3095402927233224 +/- 0.01440559497407514 | mean train AUC ROC: 0.6369482789117744 +/- 0.008484745944754511
{'estimator__gamma': 0.01, 'estimator__kernel': 'rbf', 'estimator__C': 100000} mean train precision: 0.8112053944642156 +/- 0.018075353266699366 | mean train AUC ROC: 0.9157307458117057 +/- 0.011379578503578116
{'estimator__gamma': 0.1, 'estimator__kernel': 'rbf', 'estimator__C': 100000} mean train precision: 0.9990730258456142 +/- 0.0030974982969491963 | mean train AUC ROC: 0.9994905992405299 +/- 0.0017010175466154799
{'estimator__gamma': 1, 'estimator__kernel': 'rbf', 'estimator__C': 100000} mean train precision: 1.0 +/- 0.0 | mean train AUC ROC: 1.0 +/- 0.0
{'estimator__gamma': 10, 'estimator__kernel': 'rbf', 'estimator__C': 100000} mean train precision: 1.0 +/- 0.0 | mean train AUC ROC: 1.0 +/- 0.0
{'estimator__gamma': 100, 'estimator__kernel': 'rbf', 'estimator__C': 100000} mean train precision: 1.0 +/- 0.0 | mean train AUC ROC: 1.0 +/- 0.0
{'estimator__gamma': 1000, 'estimator__kernel': 'rbf', 'estimator__C': 100000} mean train precision: 1.0 +/- 0.0 | mean train AUC ROC: 1.0 +/- 0.0
{'estimator__gamma': 10000, 'estimator__kernel': 'rbf', 'estimator__C': 100000} mean train precision: 1.0 +/- 0.0 | mean train AUC ROC: 1.0 +/- 0.0
{'estimator__gamma': 100000, 'estimator__kernel': 'rbf', 'estimator__C': 100000} mean train precision: 1.0 +/- 0.0 | mean train AUC ROC: 1.0 +/- 0.0
